Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
02045,10319.0,49.0,75551.0,41064.0,608.0,5.89204380269406
02047,111.0,89.3,-666666666.0,14649.0,0.0,0.0
02048,23293.0,37.4,93539.0,42207.0,936.0,4.018374618984244
02050,25647.0,43.5,91764.0,43165.0,1072.0,4.1798261005185795
02052,12136.0,43.4,133931.0,62076.0,516.0,4.251812788398154
02053,12866.0,42.1,106132.0,43335.0,395.0,3.0701072594434944
02054,7950.0,41.5,91341.0,39651.0,490.0,6.163522012578617
02056,11274.0,42.5,134104.0,43630.0,505.0,4.479332978534681
02061,10560.0,44.3,113944.0,48205.0,273.0,2.585227272727273
02062,28698.0,41.2,75957.0,37213.0,2226.0,7.7566380932469166
02066,17730.0,45.4,100833.0,49657.0,485.0,2.7354765933446137
02067,17591.0,43.2,125313.0,53259.0,575.0,3.268716957535103
02071,1770.0,40.3,97813.0,25115.0,0.0,0.0
02072,27522.0,43.1,74262.0,33094.0,2058.0,7.477654240244168
02081,19006.0,42.9,93416.0,44982.0,712.0,3.7461854151320635
02090,14714.0,45.0,128984.0,62949.0,325.0,2.2087807530243304
02093,11058.0,44.2,100574.0,45019.0,575.0,5.199855308374028
02108,4062.0,34.6,96921.0,83723.0,314.0,7.730182176267848
02109,4241.0,33.9,119196.0,90256.0,411.0,9.691110587125678
02110,1752.0,50.9,111250.0,136352.0,268.0,15.296803652968036
02111,7771.0,34.3,43551.0,51511.0,2092.0,26.920602239094066
02113,6843.0,28.6,66636.0,54464.0,1010.0,14.759608358906911
02114,11994.0,31.2,80500.0,67701.0,1681.0,14.015341003835251
02115,28928.0,21.8,27134.0,22112.0,7107.0,24.567892699115045
02116,21793.0,33.0,87653.0,80314.0,2763.0,12.678382967007755
02118,27873.0,33.6,54152.0,45343.0,6989.0,25.07444480321458
02119,24767.0,33.3,27180.0,19183.0,8153.0,32.918803246255095
02120,14221.0,23.4,35077.0,17704.0,5346.0,37.592293087687224
02121,27093.0,30.2,28238.0,17224.0,8714.0,32.16328941054885
02122,24546.0,32.9,50192.0,23904.0,5207.0,21.213232298541513
02124,51382.0,34.6,48841.0,22891.0,10442.0,20.322291853178157
02125,34172.0,30.2,45130.0,23350.0,9664.0,28.28046353739904
02126,27984.0,37.7,45238.0,20804.0,5290.0,18.903659233847915
02127,33825.0,30.8,68724.0,44737.0,6071.0,17.948263118994827
02128,43575.0,34.0,48704.0,23468.0,7316.0,16.789443488238668
02129,17454.0,34.6,86346.0,57847.0,3287.0,18.83235934456285
02130,37541.0,33.6,75730.0,44110.0,6435.0,17.14125889027996
02131,30960.0,38.0,66735.0,30984.0,4131.0,13.343023255813954
02132,27628.0,42.9,83360.0,44546.0,1169.0,4.2312147097147825
02134,19009.0,26.8,37820.0,24946.0,6016.0,31.64816665789889
02135,36932.0,29.2,48687.0,31475.0,8123.0,21.994476334885736
02136,29271.0,36.2,58890.0,27408.0,3008.0,10.2763827679273
02138,35554.0,29.0,75446.0,52592.0,3234.0,9.096022951004107
02139,36015.0,30.3,71745.0,42235.0,5063.0,14.058031375815633
02140,18164.0,35.3,71908.0,50856.0,2283.0,12.568817441092271
02141,13126.0,31.7,64326.0,39241.0,2338.0,17.81197623038245
02142,2838.0,29.3,100114.0,67525.0,519.0,18.287526427061312
02143,26056.0,31.9,68440.0,36705.0,3536.0,13.570770647835431
02144,23854.0,30.7,78380.0,40831.0,3435.0,14.400100612056677
02145,24659.0,33.0,55487.0,29355.0,4031.0,16.346972707733485
02148,59819.0,35.7,53798.0,26648.0,9528.0,15.928049616342633
02149,42076.0,35.7,49368.0,23401.0,5532.0,13.147637608137655
02150,36222.0,31.0,47291.0,20617.0,8468.0,23.3780575340953
02151,52534.0,37.9,51863.0,26092.0,8058.0,15.338637834545247
02152,17763.0,43.4,64548.0,37720.0,1629.0,9.170748184428305
02155,58832.0,35.0,73567.0,34309.0,5305.0,9.017201522980692
02163,2100.0,25.7,43989.0,22511.0,296.0,14.095238095238095
02169,55064.0,38.1,58669.0,32613.0,5805.0,10.542278076420166
02170,19796.0,39.3,66917.0,31165.0,2080.0,10.507173166296221
02171,17735.0,39.2,64812.0,36933.0,1741.0,9.816746546377221
02176,27239.0,41.3,85704.0,42361.0,1110.0,4.075039465472301
02180,21498.0,44.6,76127.0,38561.0,927.0,4.312029025955903
02184,36051.0,40.7,81844.0,36351.0,1805.0,5.006795927990901
02186,27094.0,38.5,111071.0,46166.0,1243.0,4.587731601092493
02188,14655.0,41.8,68366.0,35954.0,1131.0,7.717502558853633
02189,14609.0,42.5,60059.0,31185.0,1731.0,11.848860291601067
02190,16733.0,41.2,77329.0,37124.0,728.0,4.350684276579215
02191,8369.0,46.0,65365.0,34652.0,486.0,5.807145417612618
02199,1273.0,46.8,109716.0,141896.0,65.0,5.106048703849175
02203,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
02210,1894.0,37.0,110333.0,94308.0,74.0,3.907074973600845
02215,24213.0,21.6,35659.0,20651.0,4681.0,19.332589931028785
02301,58982.0,35.5,44144.0,21477.0,11542.0,19.568681970770744
02302,34929.0,35.7,61060.0,22728.0,5017.0,14.363422943685762
02322,4400.0,45.3,73194.0,33005.0,50.0,1.1363636363636365
02324,26573.0,36.2,87015.0,32991.0,1523.0,5.731381477439506
02330,11493.0,43.3,72161.0,30918.0,718.0,6.247280953623945
02332,15126.0,45.5,118272.0,54596.0,431.0,2.8493983868835118
02333,13894.0,42.9,85912.0,35360.0,456.0,3.2819922268605155
02338,7546.0,44.4,67760.0,33177.0,330.0,4.373177842565598
02339,14027.0,40.7,99250.0,41219.0,493.0,3.5146503172453127
02341,10250.0,41.3,92560.0,33337.0,322.0,3.1414634146341465
02343,10667.0,44.9,62292.0,33682.0,811.0,7.602887409768445
02346,23247.0,41.2,77607.0,31719.0,1781.0,7.661203596162946
02347,10798.0,43.0,87900.0,35711.0,586.0,5.426930913132061
02351,16009.0,38.7,78395.0,34567.0,551.0,3.4418139796364544
02356,12625.0,38.8,100429.0,40982.0,245.0,1.9405940594059405
02357,959.0,19.9,-666666666.0,5055.0,20.0,2.0855057351407718
02359,17916.0,40.4,86887.0,36916.0,686.0,3.8289796829649476
02360,56816.0,42.7,76565.0,35456.0,3668.0,6.455927907631653
02364,12673.0,42.8,82661.0,37330.0,601.0,4.742365659275626
02366,149.0,35.0,-666666666.0,2396.0,0.0,0.0
02367,2834.0,44.9,93563.0,38629.0,111.0,3.9167254763585038
02368,32952.0,40.6,62152.0,28092.0,3517.0,10.67310026705511
02370,17546.0,40.3,66329.0,30051.0,984.0,5.608115809871196
02375,9833.0,40.3,86689.0,38628.0,405.0,4.11878368758263
02379,6928.0,42.4,80347.0,32725.0,262.0,3.7817551963048497
02382,14567.0,39.1,72462.0,32541.0,1127.0,7.736665064872658
02420,14073.0,46.8,147924.0,69777.0,519.0,3.687913024941377
02421,17813.0,44.8,136250.0,70103.0,709.0,3.980239151181721
02445,20844.0,35.5,102087.0,68108.0,2177.0,10.44425254269814
02446,28924.0,33.5,78814.0,60512.0,4177.0,14.441294426773613
02451,17299.0,39.5,81334.0,45644.0,1122.0,6.4859240418521305
02452,15025.0,30.2,78349.0,31988.0,1086.0,7.227953410981697
02453,28997.0,32.1,67382.0,34152.0,3271.0,11.280477290754217
02457,1343.0,20.4,-666666666.0,5860.0,0.0,0.0
02458,11602.0,40.6,95216.0,59071.0,759.0,6.541975521461817
02459,18339.0,43.3,133801.0,71128.0,791.0,4.313212279840776
02460,9046.0,41.2,102276.0,61686.0,596.0,6.588547424275923
02461,6808.0,43.4,122283.0,61088.0,482.0,7.079905992949471
02462,1412.0,53.4,83438.0,74279.0,57.0,4.036827195467422
02464,2947.0,39.3,81771.0,51744.0,294.0,9.97624703087886
02465,11673.0,43.1,139763.0,75857.0,492.0,4.214854793112311
02466,9105.0,34.7,105893.0,47551.0,321.0,3.525535420098847
02467,23092.0,23.4,115493.0,55288.0,928.0,4.018707777585311
02468,5267.0,50.4,201731.0,86528.0,106.0,2.0125308524776915
02472,32622.0,38.4,87775.0,44700.0,1963.0,6.017411562749065
02474,26646.0,40.2,87225.0,48199.0,1177.0,4.417173309314719
02476,16662.0,43.7,95305.0,51709.0,489.0,2.934821750090025
02478,24864.0,40.4,110633.0,56884.0,1380.0,5.55019305019305
02481,16215.0,37.1,180607.0,83035.0,443.0,2.7320382362010482
02482,10946.0,41.4,135089.0,63889.0,290.0,2.6493696327425544
02492,20131.0,42.9,137839.0,66190.0,620.0,3.0798271322835427
02493,11538.0,44.2,192563.0,105217.0,258.0,2.236089443577743
02494,9109.0,43.4,104543.0,56326.0,358.0,3.9301789439016357
02532,11455.0,44.3,59250.0,33808.0,1474.0,12.867743343518114
02534,1247.0,53.3,96053.0,36703.0,56.0,4.490777866880514
02535,1283.0,45.1,67500.0,42716.0,119.0,9.275136399064692
02536,19470.0,48.3,61063.0,33741.0,1319.0,6.774524910118131
02537,6288.0,42.6,79180.0,32964.0,401.0,6.377226463104326
02538,3245.0,35.6,48402.0,24790.0,483.0,14.884437596302003
02539,4135.0,49.5,66711.0,38588.0,302.0,7.3035066505441355
02540,8554.0,56.5,59858.0,49489.0,704.0,8.23006780453589
02542,1155.0,22.9,45107.0,16979.0,33.0,2.857142857142857
02543,736.0,49.7,66250.0,50348.0,63.0,8.559782608695652
02553,210.0,29.3,53125.0,33253.0,0.0,0.0
02554,9843.0,39.9,85835.0,47658.0,1015.0,10.311896779437163
02556,2852.0,59.2,77661.0,46442.0,248.0,8.695652173913043
02557,4563.0,44.7,69844.0,30190.0,350.0,7.670392285776901
02558,1489.0,49.0,49121.0,31100.0,235.0,15.782404298186702
02559,4056.0,53.6,59489.0,36281.0,409.0,10.083826429980276
02561,468.0,52.6,73750.0,32293.0,154.0,32.9059829059829
02562,3371.0,45.9,62778.0,33670.0,400.0,11.865915158706615
02563,9616.0,47.5,79578.0,38405.0,457.0,4.752495840266223
02564,381.0,41.5,59412.0,38888.0,33.0,8.661417322834646
02568,3995.0,41.4,48935.0,30955.0,642.0,16.07008760951189
02571,10497.0,46.7,56250.0,30679.0,1175.0,11.193674383157093
02575,2628.0,44.4,70963.0,30136.0,254.0,9.665144596651446
02576,4888.0,41.8,79760.0,30900.0,139.0,2.8436988543371524
02584,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
02601,13552.0,42.3,39454.0,24219.0,3134.0,23.12573789846517
02630,2113.0,56.4,61250.0,36804.0,542.0,25.650733554188356
02631,9610.0,52.1,61397.0,35158.0,674.0,7.0135275754422475
02632,11543.0,50.1,67422.0,33787.0,626.0,5.423200207918219
02633,3868.0,56.3,66516.0,46448.0,349.0,9.022750775594622
02635,3355.0,50.5,78583.0,43999.0,65.0,1.9374068554396424
02637,84.0,47.6,-666666666.0,26569.0,0.0,0.0
02638,3355.0,59.3,58750.0,37471.0,284.0,8.464977645305515
02639,3138.0,45.8,46510.0,27757.0,840.0,26.76864244741874
02641,355.0,66.5,128576.0,55869.0,11.0,3.0985915492957745
02642,4919.0,56.7,58056.0,36116.0,333.0,6.769668631835739
02643,17.0,-666666666.0,-666666666.0,,0.0,0.0
02644,4469.0,34.9,90540.0,28462.0,140.0,3.132691877377489
02645,9487.0,48.8,62835.0,30999.0,879.0,9.26531042479182
02646,1946.0,60.5,66771.0,43275.0,62.0,3.1860226104830422
02647,129.0,66.1,146705.0,58517.0,0.0,0.0
02648,6898.0,48.1,68260.0,41204.0,382.0,5.537837054218614
02649,14000.0,49.1,63657.0,34717.0,998.0,7.128571428571429
02650,1222.0,60.9,66932.0,48467.0,82.0,6.710310965630114
02651,26.0,-666666666.0,-666666666.0,,0.0,0.0
02652,1133.0,52.9,52639.0,37742.0,85.0,7.502206531332745
02653,5982.0,62.2,59938.0,42209.0,199.0,3.326646606486125
02655,3943.0,54.9,72546.0,56395.0,248.0,6.289627187420746
02657,2964.0,53.3,41140.0,45204.0,363.0,12.246963562753036
02659,837.0,59.4,51033.0,34619.0,33.0,3.942652329749104
02660,6018.0,52.2,49024.0,30437.0,918.0,15.254237288135593
02663,121.0,34.9,21912.0,24332.0,0.0,0.0
02664,9487.0,53.2,47873.0,31253.0,1049.0,11.057236217982503
02666,598.0,61.5,61477.0,42750.0,104.0,17.391304347826086
02667,2891.0,61.6,51908.0,39902.0,381.0,13.178830854375649
02668,2755.0,47.5,80296.0,42993.0,141.0,5.117967332123412
02669,211.0,66.0,100109.0,41827.0,0.0,0.0
02670,1302.0,61.3,49871.0,38015.0,326.0,25.038402457757297
02671,844.0,57.8,45769.0,52292.0,43.0,5.0947867298578196
02672,150.0,57.3,205324.0,46733.0,0.0,0.0
02673,8407.0,47.0,55204.0,32671.0,563.0,6.696800285476389
02675,6254.0,60.3,61365.0,41238.0,366.0,5.852254557083467
02702,4567.0,39.9,89833.0,31246.0,320.0,7.006787825706152
02703,43677.0,39.4,67039.0,30978.0,3871.0,8.862788195159924
02713,114.0,60.8,38333.0,26096.0,6.0,5.2631578947368425
02715,3195.0,39.4,86823.0,31251.0,189.0,5.915492957746479
02717,4356.0,42.8,81150.0,32987.0,155.0,3.558310376492195
02718,6774.0,40.5,80211.0,29144.0,351.0,5.181576616474756
02719,15952.0,45.9,60326.0,30381.0,1620.0,10.155466399197593
02720,30811.0,40.2,41910.0,25090.0,5204.0,16.890071727629742
02721,26141.0,36.3,30180.0,19321.0,7053.0,26.98060517960292
02723,14298.0,37.3,28120.0,18980.0,3947.0,27.60525947684991
02724,16769.0,40.4,27390.0,18827.0,4193.0,25.004472538612916
02725,2717.0,50.3,67396.0,27714.0,155.0,5.704821494295179
02726,15524.0,43.6,74141.0,32263.0,1039.0,6.6928626642617886
02738,4915.0,48.4,80456.0,45269.0,176.0,3.5808748728382502
02739,6086.0,44.8,78864.0,35941.0,183.0,3.006901084456129
02740,43308.0,37.4,34259.0,20649.0,10617.0,24.515101136048767
02743,10321.0,42.7,66276.0,31463.0,383.0,3.710880728611569
02744,11722.0,36.6,31216.0,18190.0,3109.0,26.52277768298925
02745,24830.0,39.7,47536.0,26093.0,2603.0,10.483286347160693
02746,14835.0,32.0,25623.0,15948.0,5489.0,37.000337040781936
02747,22092.0,36.8,71073.0,25441.0,1006.0,4.553684591707405
02748,12591.0,47.7,64077.0,37929.0,780.0,6.19490111984751
02760,27081.0,38.2,78087.0,34793.0,1178.0,4.3499132232930835
02762,8429.0,40.2,77109.0,39346.0,465.0,5.516668643967256
02763,1638.0,40.7,125769.0,39837.0,42.0,2.5641025641025643
02764,3926.0,43.2,79615.0,37724.0,108.0,2.7508914926133468
02766,19209.0,39.5,81069.0,32414.0,877.0,4.565568223228695
02767,13450.0,40.9,80761.0,34853.0,890.0,6.617100371747212
02769,11664.0,43.3,82500.0,36959.0,391.0,3.3521947873799727
02770,5275.0,44.5,88636.0,37301.0,270.0,5.118483412322274
02771,13932.0,43.6,70966.0,34580.0,615.0,4.414298018949181
02777,15943.0,45.3,71179.0,33070.0,1092.0,6.849400991030547
02779,6452.0,40.1,90741.0,33189.0,383.0,5.936143831370118
02780,49151.0,40.7,49732.0,26055.0,6740.0,13.712844092693944
02790,16154.0,46.2,78750.0,35011.0,523.0,3.2375882134455862
02791,80.0,65.2,71042.0,58534.0,0.0,0.0
02802,919.0,37.2,48456.0,42134.0,0.0,0.0
02804,2587.0,47.1,71772.0,33192.0,85.0,3.285659064553537
02806,16298.0,44.8,103696.0,54414.0,240.0,1.4725733218799852
02807,836.0,54.8,90491.0,52486.0,84.0,10.047846889952153
02808,2202.0,36.0,73382.0,30863.0,231.0,10.490463215258856
02809,22531.0,42.3,62358.0,31526.0,1710.0,7.589543295903422
02812,1969.0,36.9,110233.0,35637.0,9.0,0.4570848146267141
02813,7821.0,44.9,69349.0,34602.0,770.0,9.845288326300984
02814,7477.0,44.5,82127.0,32640.0,253.0,3.3837100441353485
02815,200.0,40.2,125000.0,47267.0,0.0,0.0
02816,32800.0,43.0,64581.0,29936.0,2710.0,8.262195121951219
02817,6102.0,41.3,78438.0,36160.0,386.0,6.325794821370042
02818,18241.0,45.3,85429.0,54361.0,853.0,4.676278712789869
02822,6460.0,44.2,82189.0,36185.0,600.0,9.287925696594428
02825,5305.0,47.4,81923.0,36152.0,232.0,4.3732327992459945
02826,637.0,48.3,33203.0,20529.0,56.0,8.791208791208792
02827,2067.0,47.7,93750.0,35893.0,198.0,9.57910014513788
02828,7403.0,48.2,75408.0,38147.0,312.0,4.214507632041064
02830,6356.0,43.7,66658.0,34376.0,305.0,4.798615481434864
02831,3129.0,44.5,82207.0,33365.0,192.0,6.13614573346117
02832,5263.0,43.9,57318.0,29245.0,221.0,4.199125973779213
02833,513.0,59.7,64554.0,44846.0,26.0,5.0682261208577
02835,5423.0,49.8,90484.0,54915.0,372.0,6.859671768393878
02836,103.0,30.8,68500.0,35931.0,0.0,0.0
02837,3490.0,51.4,85852.0,49693.0,269.0,7.707736389684814
02838,3615.0,37.9,47323.0,25803.0,429.0,11.867219917012449
02839,1617.0,42.1,73750.0,31063.0,149.0,9.214594928880643
02840,23306.0,38.7,60751.0,38498.0,2334.0,10.014588517978202
02841,1066.0,26.1,-666666666.0,34581.0,0.0,0.0
02842,16116.0,41.8,69495.0,34094.0,1521.0,9.43782576321668
02852,22567.0,42.8,77049.0,39199.0,1727.0,7.652767315106129
02857,8919.0,45.6,76775.0,36536.0,512.0,5.7405538737526625
02858,605.0,46.6,92500.0,56813.0,0.0,0.0
02859,6932.0,43.4,58828.0,28461.0,675.0,9.737449509521062
02860,43862.0,34.9,32614.0,19486.0,11121.0,25.354520997674523
02861,27431.0,39.9,54184.0,25198.0,2478.0,9.033575152200065
02863,19387.0,29.4,27993.0,14074.0,5843.0,30.1387527724764
02864,33429.0,42.8,72416.0,35306.0,1807.0,5.4054862544497295
02865,16881.0,43.0,78429.0,40867.0,686.0,4.063740299745276
02871,17155.0,46.0,74494.0,44918.0,1331.0,7.758670941416496
02872,184.0,52.9,-666666666.0,35756.0,0.0,0.0
02873,181.0,38.4,72273.0,45086.0,20.0,11.049723756906078
02874,6077.0,39.0,109375.0,44544.0,292.0,4.805002468323186
02875,428.0,47.0,80438.0,40517.0,47.0,10.981308411214954
02876,237.0,61.1,58438.0,41172.0,0.0,0.0
02878,15805.0,46.9,73085.0,37587.0,768.0,4.859221765264157
02879,20675.0,46.3,75692.0,42125.0,1070.0,5.175332527206772
02881,7681.0,19.8,80844.0,17818.0,473.0,6.158052336935295
02882,13966.0,42.2,64852.0,41702.0,2460.0,17.614205928683948
02885,10597.0,42.4,54295.0,30687.0,1011.0,9.540435972445032
02886,28758.0,46.0,61682.0,35112.0,2132.0,7.413589262118367
02888,19551.0,43.6,57659.0,31704.0,1321.0,6.756687637461
02889,28571.0,42.0,64006.0,30696.0,2249.0,7.871618074271114
02891,21248.0,44.8,60394.0,34266.0,2294.0,10.796310240963855
02892,4256.0,48.4,66033.0,40897.0,144.0,3.3834586466165413
02893,29416.0,38.9,51397.0,27891.0,4379.0,14.88645635028556
02894,563.0,43.1,83417.0,36384.0,48.0,8.52575488454707
02895,41113.0,36.5,36058.0,21088.0,10382.0,25.25235327025515
02896,11782.0,48.0,77658.0,36485.0,555.0,4.710575454082499
02898,1231.0,47.6,92708.0,33828.0,110.0,8.935824532900082
02903,10613.0,27.3,26173.0,26146.0,2768.0,26.081221143880146
02904,28793.0,40.2,41649.0,25191.0,5516.0,19.157434098565624
02905,25285.0,30.3,41332.0,21109.0,7303.0,28.88273680047459
02906,28920.0,29.9,65531.0,45404.0,4124.0,14.26002766251729
02907,27448.0,29.5,28819.0,13987.0,8536.0,31.098805013115708
02908,36842.0,29.0,42640.0,20203.0,8174.0,22.186634818956627
02909,43752.0,29.0,32036.0,15386.0,13976.0,31.94368257451088
02910,20135.0,39.0,55893.0,27052.0,2248.0,11.16463868885026
02911,15811.0,40.8,51288.0,27389.0,1769.0,11.188413130099297
02912,1850.0,19.9,-666666666.0,4599.0,0.0,0.0
02914,21978.0,39.8,40642.0,22148.0,3370.0,15.333515333515333
02915,16381.0,45.7,51928.0,30710.0,1249.0,7.624687137537391
02916,8700.0,42.9,63480.0,35834.0,459.0,5.275862068965517
02917,14051.0,34.6,72983.0,29501.0,363.0,2.583446018077005
02919,28910.0,44.6,56377.0,30008.0,2743.0,9.48806641300588
02920,38679.0,42.8,53675.0,25788.0,3871.0,10.008014684971172
02921,12207.0,41.3,98458.0,40551.0,293.0,2.4002621446710903
03031,11283.0,44.4,110809.0,48600.0,323.0,2.862713817247186
03032,5027.0,41.9,98125.0,38501.0,175.0,3.481201511836085
03033,5023.0,41.9,105255.0,39540.0,108.0,2.1501094963169423
03034,3961.0,45.0,93359.0,36573.0,174.0,4.392830093410755
03036,4789.0,43.0,105104.0,39816.0,277.0,5.784088536228857
03037,4248.0,42.4,89186.0,36186.0,145.0,3.413370998116761
03038,33417.0,39.2,64642.0,30354.0,2400.0,7.181973247149655
03042,6460.0,40.9,74609.0,32453.0,282.0,4.365325077399381
03043,1547.0,47.5,83393.0,37480.0,76.0,4.912734324499031
03044,4290.0,43.1,82375.0,36421.0,108.0,2.5174825174825175
03045,13742.0,42.6,69387.0,33628.0,516.0,3.7549119487701934
03046,2774.0,43.2,99464.0,42354.0,209.0,7.534246575342466
03047,1496.0,43.7,68750.0,31066.0,93.0,6.216577540106952
03048,3513.0,43.6,62321.0,28864.0,389.0,11.07315684600057
03049,7700.0,46.4,113125.0,51368.0,111.0,1.4415584415584415
03051,24541.0,40.7,88600.0,36109.0,1102.0,4.490444562161281
03052,8299.0,38.4,103182.0,35674.0,194.0,2.3376310398843234
03053,24013.0,39.9,92053.0,38683.0,667.0,2.777662099695998
03054,25538.0,42.8,88555.0,38711.0,1055.0,4.131098754796773
03055,15067.0,40.0,64162.0,31909.0,1007.0,6.683480453972257
03057,2534.0,43.7,92396.0,37197.0,187.0,7.379636937647987
03060,28959.0,35.3,44646.0,24748.0,5834.0,20.14572326392486
03062,27338.0,41.5,82826.0,37959.0,902.0,3.2994366815421756
03063,15936.0,36.6,78191.0,37852.0,736.0,4.618473895582329
03064,14533.0,40.6,64026.0,34045.0,1693.0,11.649349755728343
03070,5291.0,40.8,99474.0,43563.0,141.0,2.664902664902665
03071,5112.0,37.5,81088.0,33886.0,242.0,4.7339593114241
03076,12960.0,40.7,91301.0,37663.0,599.0,4.621913580246914
03077,10218.0,39.5,61488.0,27774.0,666.0,6.517909571344686
03079,28820.0,42.8,76497.0,36598.0,1301.0,4.514226231783484
03082,1515.0,44.3,82361.0,35671.0,81.0,5.346534653465347
03084,1605.0,44.5,55000.0,26644.0,135.0,8.411214953271028
03086,3812.0,43.7,74750.0,37125.0,282.0,7.397691500524659
03087,13777.0,41.9,113170.0,48701.0,464.0,3.367932060680845
03101,2940.0,36.0,27143.0,34163.0,747.0,25.408163265306122
03102,31806.0,34.3,50049.0,25866.0,4549.0,14.302332893164811
03103,36432.0,35.2,49518.0,23041.0,6138.0,16.847826086956523
03104,33145.0,37.6,60468.0,32130.0,3660.0,11.042389500678835
03106,13470.0,40.3,81640.0,34478.0,324.0,2.4053452115812917
03109,9711.0,40.8,79229.0,34852.0,307.0,3.161363402327258
03110,21339.0,42.7,122517.0,53755.0,792.0,3.7115141290594686
